ProductReference,CompanyID,CompanyName,CompanyTypeID,CompanyType,Sequence,Address1,Address2,Address3,CityName,StateName,Zip,CountryName,Phone1,Phone2,Fax1,Fax2,MainEmail,WebAddress
70269,84664,Lazard Freres Gestion SAS,1,Management Firm,1,11 rue d'Argenson,,,Paris,None,75008,France,+33 144 120 111,,,,,
70271,84667,Opportunite SA,1,Management Firm,1,"77, avenue Raymond Poincaré",,,Paris,,75116,France,+33 1 44 34 61 81,,+33 1 44 34 61 63,,contact@opportunite.fr,www.opportunite.fr
70043,84668,GT Finance SA,1,Management Firm,1,"16 place de la Madeleine,",,,Paris,,75008,France,+33 1 53 43 20 40,,+33 1 53 43 20 57,,g.gauthier@gt-finance.fr,http://gt-finance.dp-graphisme.com/societe.htm
76589,84670,Aspen Private Capital LLC,1,Management Firm,1,1581 Tahiti Avenue,Suite A,,Laguna Niguel,California,92651,United States,+1 949 715 9195,+1 888 699 6300,+1 727 442 6422,,bill@aspenprivatecapital.com,
70909,84671,Credit Suisse Alternative Capital Inc,2,Investment Advisor,1,11 Madison Avenue,26th Floor,,New York,New York,10010,United States,+1 212 538 2292,,+1 212 322 0974,,amir.vardi@credit-suisse.com,www.credit-suisse.com
70067,84673,OFI Asset Management SA,1,Management Firm,1,"1, rue Vernier",,,Paris,None,75017,France,+33 140 68 1717,,+33 140 68 1718,,,www.ofivalmo.fr
70041,84674,Richcourt Fund Advisors Inc,1,Management Firm,1,450 Lexington Avenue,Suite 3320,,New York,New York,,United States,+1 212 599 5470,,+1 212 599 5476,,,www.richcourt.com
70361,84675,Quilvest Alternative Investment SA,1,Management Firm,1,"243, Boulevard Saint-Germain",,,Paris,,75007,France,+33 017 662 3500,,,,,www.banquepriveequilvest.com/accueil/index.php
70180,84676,Shanti Asset Management,1,Management Firm,1,"4, rue Saint Florentin",,,Paris,,,France,+33 1 4486 0404,,+33 1 4486 0408,,sheydorff@shantigestion.com,http://www.shanti-gestion.com/
70313,84678,SV Alterinvest SAS,1,Management Firm,1,42 avenue Montaigne,,,Paris,,75008,France,,,,,,http://www.svalterinvest.com/
70054,84679,Swan Capital Management SA,1,Management Firm,1,"10, rue de la Paix",,,Paris,,75002,France,+33 1 42 60 10 40,,+33 1 42 60 96 50,,contact@swancapital.fr,www.swancapital.fr
70074,84680,UBS Global Asset Management (France) SA,1,Management Firm,1,"69, Boulevard Haussmann,",,,Paris,,75008,France,+33 1 44 56 43 50,,+33 1 44 56 43 51,,,www.ubs.fr
70074,84681,UBS Alternative & Quantitative Investments LLC,2,Investment Advisor,1,21 Lombard Street,,,London,,EC3V 9A,United States,+44 207 901 5000,,,,,www.ubs.com
75958,84682,Harewood Asset Management SAS,1,Management Firm,1,20 Boulevard des Italiens,,,Paris,,75009,France,+ 33 1 55 77 47 38,,,,Harewood.managers@bnpparibas.com,www.harewood-am.com
54867,84684,Elbrus Capital Partners LLP,1,Management Firm,1,67-68 Grosvenor Street,,,London,None,W1K 3JN,United Kingdom,+44 207 104 2111,,+44 207 024 2151,,Moreyzi@elbruscp.com,http://www.elbruscapital.co.uk/terms.html
77094,84686,Latitude Capital Management SAS,1,Management Firm,1,30 rue de Miromesnil,,,Paris,None,75008,France,,,,,dhc@latitude-cm.com,www.latitude-cm.com
76617,84689,Batterymarch Financial Management Inc,1,Management Firm,1,John Hancock Tower,200 Clarendon Street,,Boston,Massachusetts,02116,United States,+6 172 668 300,,+6 172 660 633,,info@batterymarch.com,http://www.batterymarch.com/Index.html
73106,84690,WGF Asset Management Limited,1,Management Firm,1,Wine Growth Fund,6 Temasek Boulevard,#35-01 Suntec Tower Four,Singapore,,038986,Singapore,+65 6100 0155,,+65 6234 3596,,info@winegrowthfund.com,www.winegrowthfund.com
76468,84691,Cajastur Gestion SGIIC SA,1,Management Firm,1,Claudio Cuello 124,,,Madrid,None,28006,Spain,+34 91 590 3440,,+34 91 457 3329,,miguelsalvanes.gestora@ibersecurities.es,www.cajastur.es
76465,84696,Invercaixa Gestion,1,Management Firm,1,"Avenida. Diagonal, 621",Barcelona,España,None,None,08028,Spain,+3 493 404 7700,,,,servicio.cliente@lacaixa.es,www.lacaixa.es
70243,84702,Louvre Gestion SA,1,Management Firm,1,"16, boulevard d'Avranches",PO Box 733,,Luxembourg,None,L-1160,Luxembourg,+352 47 93 31 1,,+352 47 93 31 226,,,www.hsbcprivatebank.com
74143,84703,Sapiance Capital,1,Management Firm,1,97 Jermyn Street,,,London,,SW1Y 6J,United Kingdom,+44 207 839 3082,,+44 207 930 9426,,info@sapiance.com,http://www.sapiance.com
76645,84716,Davis Capital Management LP,1,Management Firm,1,1375 Broadway,10th Floor,,New York,New York,10016,United States,+1 212 796 8440,,,,edavis@daviscapitalmgmt.com,http://dcmllc.com/
76644,84717,Treasures Pte Ltd,1,Management Firm,1,12 Eu Tong Sen Street,#04-166 The Central,,Singapore,None,059819,Singapore,+ 656 236 2088,,+ 656 438 1918,,investment@tre8sures.com,
73468,84718,Bruce Nelson Capital LLP,1,Management Firm,1,9 Stratford Place,,,London,,W1C 1AZ,United Kingdom,+44 207 493 8738,,+44 207 493 0213,,info@brucenelsoncapital.com,http://www.trinitystreetam.com/performance.php
76647,84719,Pavlik Capital Managment LLC,1,Management Firm,1,"1815 S. Meyers Road, Suite 210",Oakbrook Terrace,,,Illinois,60181,United States,+1 630 519 3049,,+1 630 627 3039,,jpavlik@pavlikcapital.com,http://pavlikcapital.com/
74691,84720,Primores Investment Management Ltd,1,Management Firm,1,Corporate Centre,West Bay Road,PO Box 31106,Grand Cayman,,KY1 120,Cayman Islands,+1 345 949 3977,,,,,http://www.primores.ch/en/
74479,84728,US Global Investors Inc,2,Investment Advisor,1,7900 Callaghan Rd,,,San Antonio,Texas,78229,United States,+1 210 308 1256,,+1 210 308 1274,,,www.usfunds.com
4956,84738,Mainstream Investment Advisers,1,Management Firm,1,"101 West Spring Street, 4th Floor",,,New Albany,Indiana,IN 4715,United States,+ 812 704 1876,,+ 812 704 1877,,Lisa@mainstreaminv.net,http://www.mainstreetia.com
76681,84740,Clay Capital Management LLC,1,Management Firm,1,47 Maple,Suite 202,,Summit,New Jersey,07901,United States,+1 908 795 1200,,,,admin@claycapitalmanagement.com,http://claycapitalmanagement.com/
1671,84742,Bear Stearns Asset Mgmt?New Castle,1,Management Firm,1,237 Park Avenue,"New York, NY  10017",,New York,New York,10017,United States,+1 212 272 6303,,,,elissa.gruber@jpmorgan.com,
76683,84744,Elk River Trading,1,Management Firm,1,115 River Road,"Hudson River Pier, Suite 108",Edgewater,None,New Jersey,7020,United States,+ 1201 945 9175,+1 201 699 3392,+1 201 945 8681,,ehoyle@elkrivertrading.com,www.elkrivertrading.com
427,84745,Selz Capital LLC,2,Investment Advisor,1,"600, 5th Avenue,",25th Floor,,New York,New York,10020-2,United States,,,,,,
76675,84747,Lazard Korea Investment Management Co Ltd.,2,Investment Advisor,1,"21F, Seoul Finance Centre","Taepyeongno-1ga, Jung-gu",Seoul,None,None,,"Korea, Republic",,,,,,
76677,84748,Lazard Rathmore GP LLC,2,Investment Advisor,1,30 Rockefeller Plaza,,,New York,New York,10112-6,United States,,,,,,
76680,84753,Globe Management Services Limited,2,Investment Advisor,1,Milner House,18 Parliament Street,,Hamilton,None,,Bermuda,,,,,,
76679,84756,LAM World Alternative Value GP LLC,2,Investment Advisor,1,30 Rockefeller Plaza,,,New York,New York,10112-6,United States,,,,,,
76700,84757,TGM Limited,1,Management Firm,1,"Level 10, Waterfront Place",1 Eagle street,Brisbane Queensland,None,None,4000,Australia,+61 07 3239 2777,,+61 07 3239 2700,,nidhi.jesrani@tgm-au.com,www.tgm-global.com
76699,84758,Quant Trading LLC,1,Management Firm,1,Hristo Botev 27,Bitola,,None,None,7000,"Macedonia, The",+1 347 487 3216,,+1 206 600 6150,,info@fx-quant.com,www.fx-quant.com
78122,84762,Parcadia Asset Management SA,2,Investment Advisor,1,"10a, Boulevard Royal",,,Luxembourg,,,Luxembourg,,,,,,
75463,84763,Southridge Advisors LLC,1,Management Firm,1,Executive Pavilion,90 Grove Street,,Ridgefield,Connecticut,06877,United States,+1 203 431 8300,,+1 203 431 8301,,gguttman@southridgecapital.com,
44912,84771,Finvest Asset Management,1,Management Firm,1,Dreikonigstrasse 31a,,,Zurich,None,8002,Switzerland,+ 41 44 208 3164,,+ 41 44 208 3500,,,
2109,84772,TIG Advisors LLC,1,Management Firm,1,520 Madison Avenue,26th floor,,New York,New York,10022,United States,+1 212 759 0340,,+1 212 396 8700,,,http://www.tiedemannfunds.com/tiedemannfunds/login
76726,84774,Quantum Capital Management LLC,1,Management Firm,1,105 East Mill Road,,,Northfield,New Jersey,08225,United States,+1 609 677 4949,,,,,www.quantumadv.com
74692,84775,Prisma Capital Partners LP,1,Management Firm,1,One Penn Plaza,Suite 3515,,New York,New York,10119,United States,+1 212 590 0800,,,,,http://www.prismapartners.com/about_prisma.html
76725,84779,Ginger Capital Management Limited (Hong Kong),2,Investment Advisor,1,1101 Tower 1,Lippo Centre,89 Queensway,Hong Kong,,,Hong Kong,,,,,,
76734,84780,Sand Spring Investors LLC,1,Management Firm,1,One Main Street,Suite 202,,Chatham,New Jersey,07928-2,United States,+1 973 701 6170,,+1 973 701 6171,,rhayes@sandspringpartners.com,
76734,84781,Sand Spring Investors GP LLC,2,Investment Advisor,1,One Main Street,Suite 202,,Chatham,New Jersey,07928-2,United States,+1 973 701 6170,,+1 973 701 6171,,rwong@sandspringpartners.com,
33426,84788,Standard Chartered Investments (Luxembourg) S.A,1,Management Firm,1,8-10 rue Mathias Hardt,,,Luxembourg,None,L-1717,Luxembourg,+41 22 319 0852,+41 22 319 0808,+41 22 319 0876,,fofgis@aexp.com,
76726,84789,Quantum Capital Advisors LLC,2,Investment Advisor,1,"590 Madison Avenue, 21st Floor",,,New York,New York,10022,United States,+1 212 521 4050,,+1 646 349 2994,,,
76791,84792,SYW Capital Management LLC,1,Management Firm,1,"666 Third Avenue, 8th Floor",,,New York,New York,10017,United States,+9 177 963 627,,+6 463 046 591,,wangshuyao@gmail.com,http://sywlp.com/
72126,84794,Picton Mahoney Asset Management,1,Management Firm,1,151 Yonge Street,10th Floor,,Toronto,Ontario,M5C 2W7,Canada,+1 416 955 4108,,+1 416 955 4100,,,
73632,84796,Re/Enterprise Asset Management LLC,1,Management Firm,1,10 New King Street,,,White Plains,New York,10604,United States,,,,,,
76764,84797,Battenkill Capital Management,1,Management Firm,1,PO Box 2528,7252 Main Street,Manchester Center,None,Vermont,5255,United States,+1 802 549 5400,,+1 802 549 5401,,,www.alpinefundlp.com
76799,84799,Emirates Bank International PJSC UAE,2,Investment Advisor,1,P.O. Box 2923,,,Dubai,,,United Arab Emi,+971 4316 0316,,+971 4226 4302,,SheetalN@emiratesbank.ae,www.emiratesbank.ae
76806,84800,Arsenal Investimentos Ltd,1,Management Firm,1,Rua Leopoldo Couto Magalhaes,758 / 51,,Sao Paulo,None,04542-0,Brazil,+55 11 3526 1200,,+55 11 3526 1201,,,www.arsenalinv.com.br
76799,84801,Emirates Fund Managers (Jersey) Limited,1,Management Firm,1,"Level 8, The Gate, East Wing,",DIFC,,Dubai,,506578,United Arab Emi,+971 4370 0022,,+971 4370 0034,,,www.eisassetmanagement.com
76813,84803,HiQ Invest BV,1,Management Firm,1,Herengracht 442,,,Amsterdam,None,1017 BZ,Netherlands,+31 20 427 5994,,+31 20 420 8852,,info@hiqinvest.nl,www.hiqinvest.nl
73655,84804,Hain Capital Group LLC,1,Management Firm,1,301 Route 17 North,6th Floor,,Rutherford,New Jersey,07070,United States,+1 201 896 6100,,+1 201 896 6102,,rkoltai@haincapital.com,
73655,84805,Koltai & Company Advisors II LLC,2,Investment Advisor,1,MEADOWS OFFICE COMPLEX,"301 ROUTE 17, 7TH FLOOR",,Rutherford,New Jersey,07070,United States,,,,,,
75565,84810,Minlam Asset Management LLC,1,Management Firm,1,161 Avenue of the Americas,Floor 2,,New York,New York,10013,United States,+1 212 226 7897,,+1 212 966 8659,,info@minlam.com,http://www.minlam.com/
76843,84811,Tribeca Mortgage LLC,1,Management Firm,1,14 Grogans Point Rd,The Woodlands,,None,Texas,77380,United States,+ 832 577 8838,,+1 281 966 1655,,dkonipol@yahoo.com,
76843,84812,Managed Mortgage Advisors Inc,2,Investment Advisor,1,24 Greenway Plaza,Suite 1822,,Houston,Texas,77046,United States,+1 832 577 8838,,+1 281 966 1655,,don@privatemortgagefinancing.com,
72171,84816,L2S Capital,1,Management Firm,1,"173, Bd Haussmann",,,Paris,,75008,France,+33 1 703 939 11,,+33 173 029 469,,info@L2Scapital.com,
76864,84817,Paddington Asset Management Pte Limited,1,Management Firm,1,"103A Amoy Street,",,,Singapore,None,0490230,Singapore,+ 65 6536 5110,,+ 65 6536 4133,,info@paddingtonasset.com,www.paddingtonasset.com
1907,84819,FIM Advisers LLP,2,Investment Advisor,1,20 St James's Street,,,London,None,SW1A 1E,United Kingdom,+44 207 389 8900,,+44 207 389 8900,,fimclientservices@fim-group.com,www.fim-group.com
74155,84820,Sytra Capital Management,1,Management Firm,1,C/- Campbell Corporate Services,Scotia Center PO Box 268 GT,,Grand Cayman,None,KY1 - 1,Cayman Islands,,,,,sytra_cm@yahoo.com,http://www.sytracapital.net/
76912,84824,PMA Capital Management Limited,1,Management Firm,1,6/F ICBC Tower,3 Garden Road,,Central,None,,Hong Kong,+85 2 3102 7500,,,,,http://www.pmaia.com/home/index.htm
76912,84825,PMA Investment Advisors Limited,2,Investment Advisor,1,6/F ICBC Tower,3 Garden Road,,Central,None,,Hong Kong,+852 3102 7500,,,,,
76896,84826,Cohen & Steers Capital Management Inc,1,Management Firm,1,280 Park Avenue,,,New York,New York,10017,United States,+1 212 796 9375,,,,chenderson@cohenandsteers.com,http://www.cohenandsteers.com/
76926,84827,Holden Capital Management LLC,1,Management Firm,1,c/o Queensgate Bank & Trust Company Ltd.,"103 Harbour Place, 5th Floor,",,George Town,None,KY1-120,Cayman Islands,+1 212 993 5895,,,,nbeckley@holdenassetmgt.com,n/a
76927,84828,Quad Laser Management Company,1,Management Firm,1,9072 Baysinger Dr,,,Las Vegas,Nevada,89129,United States,,,,,qlaser_llc@yahoo.com,
76933,84829,Adobe Capital Partners LLC,1,Management Firm,1,1134 Campbell Ave,,,San Jose,California,95126,United States,+1 408 850 9763,,,,,
76961,84831,Absolute Return Capital Management LLP,11,Underwriter/Sponsor,1,4 Duke Street,Richmond,Surrey,None,,TW9 1HP,United Kingdom,+44 208 973 2648,+44 20 3137 3840,+44 20 8332 2552,,VMS@arcapman.com,http://www.arcapman.com/
76954,84833,Auda Hedge Management (Cayman) LP,1,Management Firm,1,c/o Ogier Fiduciary Services (Cayman) Limited,P.O. Box 1234,"Queensgate House,South Church",Grand Cayman,None,KY1-110,Cayman Islands,,,,,,
76962,84834,Vegasoul Capital Management (Asia) Limited,1,Management Firm,1,99 Queen's Road,Level 21 The Center,,None,None,,Hong Kong,,,,,,http://www.vegasoulcapital.com/
78302,84839,RCG Starboard Advisors LLC,1,Management Firm,1,666 Third Avenue,26th floor,,New York,New York,10017,United States,,,,,,
76938,84840,Maua Sekular Participacoes SA,1,Management Firm,1,"Rua Joaquim Floriano, 413 - 16º andar",Itaim Bibi - CEP 04534-011,,Sao Paulo,None,04534-0,Brazil,+5 511 2102 0706,,+5 511 2102 0703,+55 11 2102 - 0707,contato@mauainvest.com.br,
76935,84842,Perpetual Investments,1,Management Firm,1,Perpetual Ltd,"Angel Place, Level 16","123 Pitt Street, NSW",Sydney,None,2000,Australia,+6 129 229 9534,,+6 128 256 1475,,,
77034,84845,INVESCO Australia Ltd,1,Management Firm,1,Level 26,333 Collins Street,,Melbourne,None,3000,Australia,+61 3 9611 3600,,+61 3 9611 3800,,,www.invesco.com.au
76899,84847,Ajeej Capital,1,Management Firm,1,"Walker House,",87 Mary Street,,George Town,,KY1-900,Cayman Islands,+966 1 496 1166,,,,,http://www.ajeej.com/
77063,84848,Convex Management LLC,1,Management Firm,1,Torre de los Profesionales,Yaguaron 1407 office 610,,Montevideo,None,11000,Uruguay,+1 646 233 4144,+54 11 4787 3222,+54 11 4787 3222,,,
77064,84849,Coffee Tree Management LLC,1,Management Firm,1,140 E56th St,#2D,,New York,New York,10022,United States,+1 212 350 9398,,,,susheel@coffeetree-management.com,www.coffeetree-capital.com
77088,84852,Everyoung Capital Management Ltd,1,Management Firm,1,"A. 26/F Jiangsu Tower, 1 Fuzhong Rd.",Shenzhen,,None,None,,China,+8 675 582 960687,,+8 675 582 960703,,everyoung@everyoungcapital.com,
77090,84853,Value Star Asset Management Ltd,1,Management Firm,1,c/o Campbell Corporate Services Limited,"4th Floor,Scotia Centre",P.O. Box 268,George Town,None,KY1-110,Cayman Islands,,,,,,
40594,84855,UFG Asset Management Limited,2,Investment Advisor,1,Richmond House,12 Par-la-ville road,,Hamilton,,HM08,Bermuda,,,,,,
77086,84856,Brotman Capital Advisors LLC,2,Investment Advisor,1,19210 North Creekshore Court,,,Boca Raton,Florida,33498,United States,+1 561 483 8283,,,,,
77095,84857,DragonBack Capital Management (Cayman) Limited,1,Management Firm,1,"Walker House, 87 Mary Street",Grand Cayman,,George Town,None,KY1-900,Cayman Islands,,,,,,
77095,84858,DragonBack Capital Limited,2,Investment Advisor,1,Level 42,248 Queen?s Road East,,Wanchai,None,,Hong Kong,,,,,,
77096,84859,Hildene Capital Management LLC,1,Management Firm,1,"500 Fifth Avenue, Suite 1120",,,New York,New York,10110,United States,+1 212 687 1895,,+1 212 687 8748,,,www.hildenecap.com
77105,84861,Alterama Inc,1,Management Firm,1,"444 Madison Avenue, Suite 3701",,,New York,New York,10022,United States,+6 468 400 385,+2 127 449 273,+2 127 172 247,,info@alterama.com,www.alterama.com
72579,84863,CI Investment Inc,1,Management Firm,1,"2 Queen Street East, Twentieth Floor",,,Toronto,Ontario,M5C 3G7,Canada,+1 416 364 1145,+1 800 563 5181,,,service@ci.com,www.ci.com
77086,84865,Brotman Capital Management LLC,1,Management Firm,1,19210 North Creekshore Court,,,Boca Raton,Florida,33498,United States,+1 561 483 8283,,,,randy@brotmancapital.com,www.brotmancapital.com
74074,84868,Eight Capital Management Ltd,1,Management Firm,1,M&C Corporate Services Limited,"P.O. Box 309GT, Ugland House","South Church Street, Grand Cay",George Town,None,,Cayman Islands,+1 212 983 1030,,+1 212 983 0086,,ravi@eightcapital.com,http://www.eightcapital.com/
77009,84870,Astra Investimentos,1,Management Firm,1,"Av Santo Amaro, 4644 cj 116",CEP: 04702-000,,Sao Paulo,,,Brazil,+1 858 551 1205,,,,astra@altassetpartners.com,
77123,84871,Low Volatility Asset Management Ltd,1,Management Firm,1,c/o Walkers Chambers Po box 92,Toad Town,,Tortola,None,,Virgin Islands,,,,,,
72689,84872,SEI Investments Canada Company,1,Management Firm,1,Suite 1600,70 York Street,,Toronto,Ontario,M5J 1S9,Canada,,,,,,
77132,84873,Warren Bank,1,Management Firm,1,Bankplassen 1,0151,,Oslo,None,,Norway,+4 724 144 750,,+4 724 144 751,,fond@warrenwicklund.no,www.warrenwicklund.no
77136,84874,AGR Power Management Ltd,1,Management Firm,1,c/o Codan Trust Company (Cayman) Limited,Cricket Square,"Hutchins Drive, P.O. Box 2681,",George Town,None,KY 1 11,Cayman Islands,+345 949 1040,,+345 949 1048,,,
77136,84875,AC Investment Management LLC,2,Investment Advisor,1,"1120 Avenue of the Americas, Suite 1513",,,New York,New York,10036,United States,+1 212 626 6590,,+1 212 626 6503,,,
91374,84876,Deutsche Bank AG (London),2,Investment Advisor,1,Winchester House,1 Great Winchester Street,,London,None,EC2N 2D,United Kingdom,+61 2 8258 2855,,,,,www.db.com
77133,84883,BI Asset Management Fondsmaeglerselskab AS,1,Management Firm,1,Sundkrogsgade 7,Postboks 2672,2100 København Ø,None,None,,Denmark,+4 577 309 000,,+4 577 309 001,,info@bankinvest.dk,www.bankinvest.dk
77141,84884,BlackSquare Capital LLP,1,Management Firm,1,9 Clifford Street,,,London,None,W1S 2FT,United Kingdom,,,,,,http://www.blacksquarecapital.com/
77141,84885,BlackSquare (General Partner) Inc,2,Investment Advisor,1,"Walker House, 87 Mary Street",Grand Cayman,,George Town,None,KY1-900,Cayman Islands,,,,,,
2165,84886,Aquamarine Capital Management LLC,1,Management Firm,1,152 West 57th Street,25th floor,,New York,New York,10019,United States,+1 212 716 1350,,+1 212 719 1353,,info@aquamarinefund.com,http://www.aquamarinefund.com/
77157,84888,PNC Capital Advisors Inc,1,Management Firm,1,,,,,Maryland,,United States,,,,,,http://www.pncalternativefunds.com/
77158,84889,Ramius Fund of Funds Group LLC,2,Investment Advisor,1,599 Lexington Avenue,19th Floor,,New York,New York,10022,United States,+1 800 239 0418,,,,info@ramius.com,
74982,84892,Partners Group (Guernsey) Limited,1,Management Firm,1,Elizabeth House,Les Ruettes Braye,,St Peters Port,None,,Guernsey,,,,,,
77166,84893,Blackfish Capital Holdings Limited,1,Management Firm,1,The Old Stables,,,St Peters Port,None,GY1 1QG,Guernsey,,,,,,http://www.blackfishcapital.com/
77154,84894,FMG (Malta) Ltd,1,Management Firm,1,"Floor 6, Airways House,",Gaiety Lane,,Sliema,None,SLM1549,Malta,+ 356 2131 4011,,+ 356 2131 2421,,info@fmgfunds.com.mt,http://www.fmgfunds.com/
90979,84895,Apex Fund Services (Malta) Ltd,11,Underwriter/Sponsor,1,"Floor 6, Airways House,","Gaiety Lane,",,Sliema,None,SLM1549,Malta,+3 562 131 1330,,+3 562 131 2880,,apex2@apexfunds.com.mt,
